order_id,orderrad_id,orderdatum,önskat_leveransdatum,faktiskt_leveransdatum,produkt_id,produktnamn,kategori,säsong,antal,pris,vikt_gram,leveranszon,kund_id,recension_text,recensionsdatum,betyg
GG-2024-00586,GG-2024-00586-3,2024-05-21,2024-05-31,2024-06-04,KRU-PLA-001,Plastlåda balkong 60cm,Krukor & kärl,Alla,3,149.0,400,Zon 5,KUND-10224,Plantorna var i dåligt skick redan från start.,2024-06-28,1
GG-2024-00586,GG-2024-00586-4,2024-05-21,2024-05-31,2024-06-04,PLT-BLO-001,Pelargon röd,Färdiga plantor,,1,69.0,400,,KUND-10224,,,
GG-2024-00587,GG-2024-00587-1,2024-05-28,2024-05-31,2024-05-31,PLT-TOM-002,Tomatplanta 'Biff',Färdiga plantor,Vår,1,89.0,350,Zon 1,KUND-11266,"Min monstera är fantastisk, så stor och fin!",2024-06-17,5
GG-2024-00587,GG-2024-00587-2,2024-05-28,2024-05-31,2024-05-31,KRU-TER-001,Terrakottakruka 25cm,Krukor & kärl,Alla,2,0,1500,Zon 1,KUND-11266,"Besvikelse, basilikan dog inom en vecka.",2024-06-26,2
GG-2024-00588,GG-2024-00588-1,2024-05-03,2024-05-07,2024-05-07,KRU-TER-002,Terrakottakruka 15cm,Krukor & kärl,Alla,1,79.0,600,Zon 2,KUND-11131,,,
GG-2024-00588,GG-2024-00588-2,2024-05-03,2024-05-07,2024-05-07,KRU-TER-001,Terrakottakruka 25cm,Krukor & kärl,Alla,1,129.0,1500,Zon 2,KUND-11131,,,
GG-2024-00588,GG-2024-00588-3,2024-05-03,2024-05-07,2024-05-07,FRO-ORT-001,ÖRTER MIX,Frön,April-Maj,4,59.0,15 g,Zon 2,KUND-11131,"Sådär, några plantor klarade sig.",2024-06-04,3
GG-2024-00588,GG-2024-00588-4,2024-05-03,2024-05-07,2024-05-07,FRO-ORT-001,"Örter mix (basilika, persilja, dill)",Frön,Vår,2,59.0,15,Zon 2,KUND-11131,,,
GG-2024-00588,GG-2024-00588-5,2024-05-03,2024-05-07,2024-05-07,PLT-BLO-001,Pelargon röd,Färdiga plantor,Vår,2,69.0,400,Zon 2,KUND-11131,"Mycket nöjd, allt kom fram i bra skick.",2024-05-16,5
GG-2024-00589,GG-2024-00589-1,2024-05-03,2024-05-05,2024-05-05,KRU-TER-001,Terrakottakruka 25cm,Krukor & kärl,Alla,3,129.0,1500,Zon 1,KUND-12950,,,
GG-2024-00590,GG-2024-00590-1,2024-05-06,2024-05-12,2024-05-12,PLT-ORT-002,Persilja i kruka,Färdiga plantor,,1,45.0,200,Zon 4,KUND-12125,"Varken bra eller dåligt, gör jobbet.",2024-05-28,3
GG-2024-00591,GG-2024-00591-1,2024-05-23,2024-05-27,2024-05-27,VER-SKY-001,Trädgårdsspade,Verktyg & tillbehör,Alla,3,199.0,800,Mellansverige,KUND-11316,,,
GG-2024-00591,GG-2024-00591-2,2024-05-23,2024-05-27,2024-05-27,PLT-TOM-001,Tomatplanta 'Tiny Tim',Färdiga plantor,Vår,1,79.0,300,Zon 2,KUND-11316,,,
GG-2024-00591,GG-2024-00591-3,2024-05-23,"May 27, 2024",2024-05-27,VER-VAN-001,Vattenkanna 10L,Verktyg & tillbehör,Alla,2,179.0,600,Zon 2,KUND-11316,,,
GG-2024-00591,GG-2024-00591-4,2024-05-23,2024-05-27,2024-05-27,PLT-BLO-001,Pelargon röd,Färdiga plantor,Vår,2,69.0,400,Zon 2,KUND-11316,,,
GG-2024-00592,GG-2024-00592-1,2024-05-05,2024-05-09,2024-05-09,FRO-TOM-001,TOMATFRÖN TINY TIM,Frön,Tidig vår,5,49.0,5,Zon 2,KUND-13489,,,
GG-2024-00593,GG-2024-00593-1,2024-05-21,2024-05-29,2024-05-29,PLT-TOM-001,Tomatplanta 'Tiny Tim',Färdiga plantor,Vår,1,79.0,300,Zon 5,KUND-13680,,,
GG-2024-00594,GG-2024-00594-1,2024-05-07,2024-05-10,2024-05-10,PLT-BLO-002,Petunia mix,Färdiga plantor,Vår,1,59.0,250,Zon 2,KUND-13537,,,
GG-2024-00594,GG-2024-00594-2,2024-05-07,10/05/2024,2024-05-10,PLT-ORT-002,Persilja i kruka,Färdiga plantor,Vår,2,45.0,200,Zon 2,KUND-13537,,,
GG-2024-00594,GG-2024-00594-3,2024-05-07,2024-05-10,2024-05-10,FRO-SAL-001,Sallatsfrön mix,Frön,Vår,2,39.0,8,Zon 2,KUND-13537,,,
GG-2024-00594,GG-2024-00594-4,2024-05-07,2024-05-10,2024-05-10,KRU-TER-001,Lerkruka 25cm,Krukor & kärl,Alla,1,129.0,1500,Zon 2,KUND-13537,Bästa fröerna jag testat. Hög grobarhet.,2024-05-18,5
GG-2024-00594,GG-2024-00594-5,2024-05-07,2024-05-10,2024-05-10,PLT-BLO-002,Petunia blandning,Färdiga plantor,Vår,1,59.0,250,Zon 2,KUND-13537,,,
GG-2024-00595,GG-2024-00595-1,2024-05-13,2024-05-16,2024-05-16,FRO-SAL-001,Sallatsfrön mix,Frön,Vår,5,39.0,8,Zon 1,KUND-13251,"Gullrankan är så vacker, perfekt hängväxt.",2024-06-03,5
GG-2024-00595,GG-2024-00595-2,2024-05-13,2024-05-16,2024-05-16,FRO-SAL-001,Sallatsfrön mix,Frön,Vår,1,39.0,8,Zon 1,KUND-13251,Jättebra service och produkter av hög kvalitet.,2024-06-02,4
GG-2024-00595,GG-2024-00595-3,2024-05-13,2024-05-16,2024-05-16,FRO-TOM-001,Tomatfrön 'Tiny Tim',Frön,Tidig vår,2,"49,00",5,Zon 1,KUND-13251,,,
GG-2024-00596,GG-2024-00596-1,2024-05-18,2024-05-22,2024-05-22,PLT-BLO-002,Petunia mix,Färdiga plantor,Vår,4,59.0,250,Zon 2,KUND-10579,,,
GG-2024-00597,GG-2024-00597-1,2024-05-01,2024-05-10,2024-05-10,PLT-ORT-001,Basilikaplanta,Färdiga plantor,Vår,1,49.0,150,Zon 5,KUND-13242,"Fröerna hade utgånget datum, grodde inte alls.",2024-05-13,2
GG-2024-00597,GG-2024-00597-2,2024-05-01,2024-05-10,2024-05-10,JOR-PLA-002,Planteringsjord 25L,Jord & näring,Vår,2,89.0,12500,Zon 5,KUND-13242,,,
GG-2024-00597,GG-2024-00597-3,2024-05-01,2024-05-10,2024-05-10,FRO-TOM-001,Tomatfrö tiny tim,Frön,Tidig vår,4,49.0,5,Zon 5,KUND-13242,,,
GG-2024-00598,GG-2024-00598-1,2024-05-14,2024-05-16,2024-05-16,JOR-PLA-001,Planteringsjord 50L,Jord & näring,V2024,3,149.0,25000,,KUND-12658,"Proffsigt packade, inget var skadat.",2024-05-22,4
GG-2024-00598,GG-2024-00598-2,2024-05-14,2024-05-16,2024-05-16,VER-VAN-001,Vattenkanna 10L,Verktyg & tillbehör,Alla,1,179.0,600,Zon 1,KUND-12658,"Plantorna var i perfekt skick, rekommenderas varmt.",2024-06-06,5
GG-2024-00598,GG-2024-00598-3,2024-05-14,2024-05-16,2024-05-16,JOR-PLA-001,planteringsjord 50l,Jord & näring,Vår,5,149.0,25000,Zon 1,KUND-12658,,,
GG-2024-00598,GG-2024-00598-4,2024-05-14,2024-05-16,2024-05-16,FRO-BLO-001,Sommarblommor mix,Frön,Vår,1,69.0,20,Zon 1,KUND-12658,Förpackningen var helt krossad vid leverans.,2024-05-29,1
GG-2024-00598,GG-2024-00598-5,2024-05-14,2024-05-16,2024-05-16,PLT-BLO-001,Pelargon röd,Färdiga plantor,Vår,2,69.0,400,Zon 1,KUND-12658,,,
GG-2024-00599,GG-2024-00599-1,2024-05-20,2024-05-24,2024-05-24,FRO-TOM-001,Tomatfrön 'Tiny Tim',Frön,Tidig vår,2,49.0,5,Zon 3,KUND-10227,,,
GG-2024-00599,GG-2024-00599-2,2024-05-20,2024-05-24,2024-05-24,FRO-ORT-001,"Örter mix (basilika, persilja, dill)",Frön,Vår,5,59.0,15,Zon 3,KUND-10227,"Plantorna var i perfekt skick, rekommenderas varmt.",2024-06-20,5
GG-2024-00599,GG-2024-00599-3,2024-05-20,2024-05-24,2024-05-24,PLT-BLO-002,PETUNIA MIX,Färdiga plantor,Vår,1,59.0,250g,Zon 3,KUND-10227,,,
GG-2024-00599,GG-2024-00599-4,2024-05-20,2024-05-24,2024-05-24,PLT-TOM-002,Tomatplanta 'Biff',Färdiga plantor,Vår,1,89.0,350,Zone 3,KUND-10227,"Grym kvalitet på spaden, känns robust.",2024-05-31,5
GG-2024-00600,GG-2024-00600-1,2024-05-15,2024-05-23,2024-05-23,FRO-BLO-001,Sommarblommor mix,Frön,Vår,1,69.0,20,Zon 5,KUND-10908,,,
GG-2024-00601,GG-2024-00601-1,2024-05-13,2024-05-16,2024-05-23,FRO-GUR-001,Gurkfrön 'Marketmore',Frön,Vår,1,45.0,10,Zon 1,KUND-14257,,,
GG-2024-00601,GG-2024-00601-2,2024-05-13,2024-05-16,2024-05-23,JOR-PLA-002,Planteringsjord 25L,Jord & näring,Vår,1,89.0,12500,Zon 1,KUND-14257,"Helt oacceptabelt, produkterna var förstörda.",2024-06-04,1
GG-2024-00601,GG-2024-00601-3,2024-05-13,2024-05-16,2024-05-23,PLT-BLO-001,Pelargon röd,Färdiga plantor,Vår,2,69.0,400,Zon 1,KUND-14257,,,
GG-2024-00602,GG-2024-00602-1,2024-05-12,2024-05-15,2024-05-15,PLT-ORT-001,Basilikaplanta,Färdiga plantor,Vår,4,49.0,150,Zon 2,KUND-12307,,,
GG-2024-00602,GG-2024-00602-2,2024-05-12,,2024-05-15,PLT-TOM-001,Tomat planta Tiny Tim,Färdiga plantor,Vår,2,79.0,300,Zon 2,KUND-12307,,,
GG-2024-00603,GG-2024-00603-1,2024-05-28,2024-05-31,2024-05-31,PLT-TOM-002,Tomatplanta 'Biff',Färdiga plantor,Vår,1,89.0,-350,Zon 2,KUND-11771,,,
GG-2024-00603,GG-2024-00603-2,2024-05-28,2024-05-31,2024-05-31,FRO-ORT-001,"Örter mix (basilika, persilja, dill)",Frön,Vår,1,59.0,15,Zone 2,KUND-11771,"Proffsigt packade, inget var skadat.",2024-06-26,5
GG-2024-00603,GG-2024-00603-3,2024-05-28,2024/05/31,2024-05-31,KRU-TER-002,Terrakottakruka 15cm,Krukor & kärl,Alla,1,79.0,600,Zon 2,KUND-11771,,,
GG-2024-00603,GG-2024-00603-4,2024-05-28,2024-05-31,2024-05-31,FRO-GUR-001,Gurkfrön 'Marketmore',Frön,Vår,1,45.0,10,Zon 2,KUND-11771,,,
GG-2024-00604,GG-2024-00604-1,2024-05-22,2024-05-28,"June 03, 2024",PLT-ORT-002,Persilja i kruka,Färdiga plantor,Vår,1,45.0,200,Zon 4,KUND-13102,Långsam leverans förstörde plantorna.,2024-06-25,2
GG-2024-00604,GG-2024-00604-2,2024-05-22,2024-05-28,2024-06-03,PLT-TOM-001,Tomatplanta 'Tiny Tim',Färdiga plantor,,4,79.0,300,Zon 4,KUND-13102,Förseningen gjorde att allt vissnat ner.,2024-06-18,2
GG-2024-00604,GG-2024-00604-3,2024-05-22,2024-05-28,2024-06-03,KRU-TER-002,Terrakottakruka 15cm,Krukor & kärl,Alla,1,79.0,600,Zon 4,KUND-13102,,,
GG-2024-00605,GG-2024-00605-1,2024-05-06,2024-05-12,2024-05-12,PLT-ORT-002,Persilja i kruka,Färdiga plantor,Vår,2,45.0,200 g,Zon 4,KUND-13681,"Fungerar, men hade förväntat mig större plantor.",2024-06-05,3
GG-2024-00605,GG-2024-00605-2,2024-05-06,2024-05-12,2024-05-12,KRU-PLA-001,Plastlåda balkong 60cm,Krukor & kärl,Alla,1,149.0,400,Zon 4,KUND-13681,,,
GG-2024-00605,GG-2024-00605-3,2024-05-06,2024-05-12,2024-05-12,FRO-TOM-001,Tomatfrön 'Tiny Tim',Frön,Tidig vår,1,49.0,5,Zon 4,KUND-13681,"Fröerna grodde på under en vecka, fantastiskt!",2024-05-25,5
GG-2024-00605,GG-2024-00605-4,2024-05-06,2024-05-12,2024-05-12,PLT-BLO-001,Pelargon röd,Färdiga plantor,Vår,1,69.0,400,Zon 4,KUND-13681,"Gullrankan är så vacker, perfekt hängväxt.",2024-06-02,4
GG-2024-00605,GG-2024-00605-5,2024-05-06,2024-05-12,2024-05-12,FRO-BLO-001,Sommarblommor mix,Frön,Vår,1,69.0,20,Zon 4,KUND-13681,Kommer definitivt beställa igen nästa säsong.,2024-05-24,5
GG-2024-00606,GG-2024-00606-1,2024-05-23,2024-05-27,2024-05-27,JOR-PLA-002,Planteringsjord 25L,Jord & näring,Vår,2,89.0,12500,Zon 3,KUND-14276,,,
GG-2024-00606,GG-2024-00606-2,2024-05-23,"May 27, 2024",2024-05-27,JOR-PLA-002,Planteringsjord 25L,Jord & näring,Vår,1,89.0,12500,Zon 3,KUND-14276,,,
GG-2024-00606,GG-2024-00606-3,2024-05-23,2024-05-27,2024-05-27,PLT-BLO-001,Pelargon röd,Färdiga plantor,Vår,1,69.0,400,3,KUND-14276,Ok kvalitet men lite dyrt tycker jag.,2024-06-02,3
GG-2024-00606,GG-2024-00606-4,2024-05-23,2024-05-27,2024/05/27,FRO-TOM-002,Tomatfrön 'Biff',Frön,Tidig vår,3,0,5,Zon 3,KUND-14276,"Skadad leverans, hälften obrukbart.",2024-06-11,1
GG-2024-00607,GG-2024-00607-1,2024-05-10,2024-05-12,2024-05-12,KRU-PLA-001,Plastlåda balkong 60cm,Krukor & kärl,Alla,1,149.0,400,Zon 1,KUND-13782,"Det gick an, inte mer inte mindre.",2024-05-17,3
GG-2024-00607,GG-2024-00607-2,2024-05-10,2024-05-12,2024-05-12,FRO-TOM-001,Tomatfrön 'Tiny Tim',Frön,Tidig vår,1,49.0,5,Zone 1,KUND-13782,,,
GG-2024-00607,GG-2024-00607-3,2024-05-10,2024-05-12,2024-05-12,FRO-SAL-001,Sallatsfrön mix,Frön,Vår,3,39.0,8,Zon 1,KUND-13782,"Tomaterna växer som aldrig förr, tack!",2024-05-24,5
GG-2024-00607,GG-2024-00607-4,2024-05-10,2024-05-12,2024-05-12,JOR-PLA-002,Planteringsjord 25L,Jord & näring,Vår,2,89.0,12500,Zon 1,KUND-13782,,,
GG-2024-00607,GG-2024-00607-5,2024-05-10,2024-05-12,2024-05-12,PLT-ORT-001,Basilikaplanta,Färdiga plantor,Vår,en,49.0,150,Zon 1,KUND-13782,,,
GG-2024-00608,GG-2024-00608-1,2024-05-20,2024-05-22,2024-05-26,JOR-PLA-002,Planteringsjord 25L,Jord & näring,Vår,1,89.0,12500,Zon 1,KUND-13138,"Gullrankan är så vacker, perfekt hängväxt.",2024-06-21,5
GG-2024-00609,GG-2024-00609-1,2024-05-09,2024-05-14,2024-05-14,FRO-GUR-001,Gurkfrön 'Marketmore',Frön,Vår,1,45.0,10,Zon 4,KUND-10430,,,
GG-2024-00610,GG-2024-00610-1,2024-05-09,2024-05-14,2024-05-18,FRO-ORT-001,"Örter mix (basilika, persilja, dill)",Frön,Vår,3,59.0,15,Zon 3,KUND-13109,,,
GG-2024-00610,GG-2024-00610-2,2024-05-09,2024-05-14,"May 18, 2024",JOR-PLA-002,Planteringsjord 25L,Jord & näring,Vår,2,89.0,12500,Zon 3,KUND-13109,,,
GG-2024-00610,GG-2024-00610-3,2024-05-09,2024-05-14,2024-05-18,FRO-SAL-001,Sallatsfrön mix,Frön,Vår,2,39.0,8,Zon 3,KUND-13109,Krukorna låg i bitar i lådan.,2024-06-13,1
GG-2024-00610,GG-2024-00610-4,2024-05-09,2024-05-14,2024-05-18,PLT-TOM-002,Tomatplanta 'Biff',Färdiga plantor,Vår,2,89.0,350,Zon 3,KUND-13109,,,
GG-2024-00611,GG-2024-00611-1,2024-05-22,2024-05-26,2024-05-31,FRO-TOM-002,Tomatfrön 'Biff',Frön,Tidig vår,1,SEK 55,5,Zon 3,KUND-14083,,,
GG-2024-00611,GG-2024-00611-2,2024-05-22,2024-05-26,2024-05-31,PLT-TOM-001,Tomatplanta 'Tiny Tim',Färdiga plantor,Vår,1,79.0,300,Zon 3,KUND-14083,,,
GG-2024-00611,GG-2024-00611-3,2024-05-22,2024-05-26,2024-05-31,JOR-PLA-001,Planteringsjord 50L,Jord & näring,Vår,1,149.0,25000,Zon 3,KUND-14083,,,
GG-2024-00611,GG-2024-00611-4,2024-05-22,26/05/2024,2024-05-31,FRO-SAL-001,Sallatsfrön mix,Frön,Vår,1,39.0,8,Zon 3,KUND-14083,Leveransen tog lite längre än väntat men okej.,2024-06-12,3
GG-2024-00612,GG-2024-00612-1,2024-05-04,2024-05-13,2024-05-13,KRU-TER-001,Terrakottakruka 25cm,Krukor & kärl,Alla,3,129.0,1500,Zon 5,KUND-14316,,,
GG-2024-00613,GG-2024-00613-1,2024-05-03,2024-05-06,2024-05-06,VER-VAN-001,Vattenkanna 10L,Verktyg & tillbehör,Alla,2,179.0,600,,KUND-11539,Alla frön grodde! Ser fram emot skörden.,2024-05-12,4
GG-2024-00614,GG-2024-00614-1,2024-05-09,2024-05-12,2024-05-12,FRO-SAL-001,Sallatsfrön mix,Frön,Q2,4,39.0,8,Zon 1,KUND-11532,,,
GG-2024-00614,GG-2024-00614-2,2024-05-09,2024-05-12,2024-05-12,FRO-GUR-001,Gurkfrön 'Marketmore',Frön,,1,45.0,10,Zon 1,KUND-11532,,,
GG-2024-00614,GG-2024-00614-3,2024-05-09,2024-05-12,2024-05-12,PLT-TOM-001,Tomatplanta 'Tiny Tim',Färdiga plantor,VÅR,1,79.0,300,Zon 1,KUND-11532,"Hälften grodde, hälften inte. Ojämn kvalitet.",2024-05-23,3
GG-2024-00615,GG-2024-00615-1,2024-05-07,2024-05-10,2024-05-10,KRU-TER-002,Terrakottakruka 15cm,Krukor & kärl,Alla,2,79.0,600 gram,Zon 1,KUND-13461,,,
GG-2024-00615,GG-2024-00615-2,2024-05-07,2024-05-10,2024-05-05,FRO-SAL-001,Sallatsfrön mix,Frön,Vår,2,0,8,Zon 1,KUND-13461,,,
GG-2024-00616,GG-2024-00616-1,2024-05-02,2024-05-06,2024-05-06,JOR-PLA-001,Planteringsjord 50L,Jord & näring,Vår,1,149.0,25000,Zon 3,KUND-11960,"Plantorna var i perfekt skick, rekommenderas varmt.",2024-06-01,5
GG-2024-00617,GG-2024-00617-1,2024-05-26,2024-05-29,2024-05-29,FRO-SAL-001,Sallatsfrön mix,Frön,Vår,1,39.0,8,Zon 1,KUND-11401,,,
GG-2024-00617,GG-2024-00617-2,2024/05/26,2024-05-29,2024-05-29,KRU-TER-002,Terrakottakruka 15cm,Krukor & kärl,Alla,2,79.0,600,Zon 1,KUND-11401,,,
GG-2024-00618,GG-2024-00618-1,2024-05-06,2024-05-08,2024-05-08,KRU-TER-002,Terrakottakruka 15cm,Krukor & kärl,Alla,1,79.0,600,,KUND-14425,,,
GG-2024-00618,GG-2024-00618-2,2024-05-06,2024-05-08,2024-05-08,FRO-TOM-001,Tomatfrön 'Tiny Tim',Frön,Tidig vår,1,49.0,5,Zon 1,KUND-14425,,,
GG-2024-00618,GG-2024-00618-3,2024-05-06,2024-05-08,2024-05-08,PLT-ORT-001,Basilikaplanta,Färdiga plantor,,3,49.0,150,Zon 1,KUND-14425,,,
GG-2024-00618,GG-2024-00618-4,2024-05-06,2024-05-08,2024-05-08,FRO-BLO-001,Sommarblommor mix,Frön,,2,69.0,20,Zon 1,KUND-14425,,,
GG-2024-00619,GG-2024-00619-1,2024-05-16,2024-05-19,2024-05-19,KRU-PLA-001,Plastlåda balkong 60cm,Krukor & kärl,Alla,2,149.0,400,Zon 1,KUND-12027,,,
GG-2024-00619,GG-2024-00619-2,2024-05-16,,2024-05-19,FRO-ORT-001,"Örter mix (basilika, persilja, dill)",Frön,Vår,3,59.0,15,Zon 1,KUND-12027,,,
GG-2024-00619,GG-2024-00619-3,2024-05-16,"May 19, 2024",2024-05-13,FRO-SAL-001,Sallatsfrön mix,Frön,Vår,1,39.0,8,Zon 1,KUND-12027,,,
GG-2024-00620,GG-2024-00620-1,2024-05-22,2024-05-25,2024-05-25,PLT-ORT-002,Persilja i kruka,Färdiga plantor,Vår,2,45.0,200,Zon 2,KUND-12108,,,
GG-2024-00620,GG-2024-00620-2,2024/05/22,2024-05-25,2024-05-25,KRU-PLA-001,Plastlåda balkong 60cm,Krukor & kärl,Alla,3,149.0,400,Zon 2,KUND-12108,,,
GG-2024-00621,GG-2024-00621-1,09/05/2024,2024-05-13,2024-05-18,PLT-TOM-002,Tomatplanta 'Biff',Färdiga plantor,Vår,2,89.0,0.35kg,,KUND-10923,,,
GG-2024-00621,GG-2024-00621-2,2024-05-09,2024-05-13,2024/05/18,FRO-ORT-001,"Örter mix (basilika, persilja, dill)",Frön,Vår,1,59.0,15,Zon 3,KUND-10923,,,
GG-2024-00621,GG-2024-00621-3,2024-05-09,2024-05-13,2024-05-18,FRO-TOM-001,Tomatfrön 'Tiny Tim',Frön,,1,49.0,5,Zon 3,KUND-10923,"Fel produkt skickades. Beställde tomater, fick gurka.",2024-06-13,2
GG-2024-00622,GG-2024-00622-1,2024-05-15,2024-05-23,2024-05-23,PLT-BLO-002,Petunia mix,Färdiga plantor,Vår,3,59.0,250,Zon 5,KUND-14463,,,
GG-2024-00622,GG-2024-00622-2,2024-05-15,,2024-05-23,JOR-PLA-001,Planteringsjord 50L,Jord & näring,Vår,2,149.0,25000,Zon 5,KUND-14463,,,
GG-2024-00622,GG-2024-00622-3,2024-05-15,2024-05-23,2024-05-23,PLT-ORT-001,Basilikaplanta,Färdiga plantor,Vår,1,49.0,150,Zon 5,KUND-14463,"Produkten var ok, servicen kunde varit bättre.",2024-06-20,3
GG-2024-00622,GG-2024-00622-4,"May 15, 2024",2024-05-23,2024-05-23,FRO-TOM-002,Tomatfrön 'Biff',Frön,Tidig vår,2,55.0,5,Zon 5,KUND-14463,,,
GG-2024-00623,GG-2024-00623-1,2024-05-16,2024-05-24,2024-05-24,PLT-ORT-002,Persilja i kruka,Färdiga plantor,Vår,2,45.0,200,Zon 5,KUND-11133,,,
GG-2024-00624,GG-2024-00624-1,2024-05-03,2024-05-08,2024-05-08,VER-VAN-001,Vatten kanna 10 liter,Verktyg & tillbehör,All year,1,179.0,600,Zon 4,KUND-12211,,,
GG-2024-00625,GG-2024-00625-1,2024-05-22,2024-05-27,2024-05-27,PLT-ORT-002,Persilja i kruka,Färdiga plantor,Vår,3,45.0,200,Zon 4,KUND-12312,,,
GG-2024-00626,GG-2024-00626-1,2024-05-05,,2024/05/13,PLT-TOM-001,Tomatplanta 'Tiny Tim',Färdiga plantor,Vår,1,79.0,300,Zon 5,KUND-14593,"Sådär, några plantor klarade sig.",2024-06-10,3
GG-2024-00626,GG-2024-00626-2,2024-05-05,2024-05-13,2024-05-13,FRO-GUR-001,gurkfrön marketmore,Frön,Vår,1,45.0,10,Zon 5,KUND-14593,"Jorden luktar fräscht och bra, plantorna älskar den.",2024-05-19,5
GG-2024-00626,GG-2024-00626-3,2024-05-05,2024-05-13,2024-05-13,FRO-TOM-002,Tomatfrön 'Biff',Frön,Tidig vår,1,55.0,5,Zon 5,KUND-14593,"Fungerade någorlunda, inte imponerad.",2024-06-03,3
GG-2024-00627,GG-2024-00627-1,2024-05-05,2024-05-09,2024-05-09,PLT-TOM-001,Tomatplanta 'Tiny Tim',Färdiga plantor,Vår,1,79.0,300,Zon 3,KUND-10920,"Gullrankan är så vacker, perfekt hängväxt.",2024-05-30,5
GG-2024-00628,GG-2024-00628-1,2024-05-04,2024-05-07,2024-05-07,PLT-BLO-002,Petunia mix,Färdiga plantor,Vår,1,59.0,250,Zon 1,KUND-13251,,,
GG-2024-00628,GG-2024-00628-2,2024-05-04,2024-05-07,2024-05-07,JOR-PLA-002,Planteringsjord 25L,Jord & näring,Vår,1,89.0,12500,Zon 1,KUND-13251,,,
GG-2024-00629,GG-2024-00629-1,2024-05-25,2024-05-29,2024-05-29,VER-VAN-001,Vattenkanna 10L,Verktyg & tillbehör,Alla,2,179.0,600,Zon 2,KUND-10216,"Sådär, några plantor klarade sig.",2024-06-28,3
GG-2024-00629,GG-2024-00629-2,2024-05-25,2024-05-29,2024-05-29,FRO-ORT-001,Örtfrön mix,Frön,Vår,2,59.0,15,Zon 2,KUND-10216,,,
GG-2024-00629,GG-2024-00629-3,2024-05-25,2024-05-29,2024-05-29,VER-VAN-001,Vattenkanna 10L,Verktyg & tillbehör,Alla,3,179.0,600,Zon 2,KUND-10216,,,
GG-2024-00630,GG-2024-00630-1,2024-05-15,,2024-05-21,FRO-SAL-001,Sallatsfrön mix,Frön,Vår,1,39.0,8,Zon 4,KUND-14243,"Fröerna grodde på under en vecka, fantastiskt!",2024-06-02,5
GG-2024-00631,GG-2024-00631-1,2024-05-24,2024-05-28,"May 28, 2024",KRU-PLA-001,Plastlåda 60cm,Krukor & kärl,Alla,1,149.0,400,Zon 3,KUND-10994,,,
GG-2024-00631,GG-2024-00631-2,2024-05-24,,2024-05-28,KRU-TER-002,Terrakottakruka 15cm,Krukor & kärl,Alla,1,79.0,600,,KUND-10994,,,
GG-2024-00632,GG-2024-00632-1,2024-05-10,2024-05-15,2024-05-15,PLT-TOM-001,Tomatplanta 'Tiny Tim',Färdiga plantor,Vår,1,79.0,300 gram,Zon 3,KUND-14463,,,
GG-2024-00632,GG-2024-00632-2,2024-05-10,2024-05-15,2024-05-15,FRO-TOM-001,Tomatfrön 'Tiny Tim',Frön,Tidig vår,1,49.0,5,Zon 3,KUND-14463,,,
GG-2024-00632,GG-2024-00632-3,2024-05-10,2024-05-15,2024-05-15,FRO-SAL-001,Sallatsfrön mix,Frön,Vår,2,39.0,8,Zon 3,KUND-14463,"Älskar min nya fredskalla, den trivs jättebra.",2024-05-19,5
GG-2024-00632,GG-2024-00632-4,2024-05-10,2024-05-15,2024-05-15,PLT-TOM-002,Tomatplanta 'Biff',Färdiga plantor,Vår,1,89.0,0.35kg,Zon 3,KUND-14463,,,
GG-2024-00633,GG-2024-00633-1,2024-05-27,2024-06-03,2024-06-03,FRO-SAL-001,Sallatsfrön mix,Frön,Vår,1,39.0,8,Zon 4,KUND-13454,,,
GG-2024-00634,GG-2024-00634-1,2024-05-06,2024-05-09,2024-05-09,PLT-ORT-002,Persilja i kruka,Färdiga plantor,Vår,1,45.0,200,Zon 2,KUND-10613,"Bra pris och snabb leverans, 5 stjärnor!",2024-05-24,4
GG-2024-00634,GG-2024-00634-2,2024-05-06,2024-05-09,2024-05-09,FRO-SAL-001,Sallatsfrön mix,Frön,Vår,4,39.0,8,Zon 2,KUND-10613,Skadad kruka och ingen kompensation erbjöds.,2024-05-25,2
GG-2024-00634,GG-2024-00634-3,2024-05-06,2024-05-09,2024-05-03,KRU-TER-002,Terrakottakruka 15cm,Krukor & kärl,Alla,1,79.0,600,Zon 2,KUND-10613,Inget grodde trots att jag följde instruktionerna.,2024-05-24,2
GG-2024-00635,GG-2024-00635-1,2024-05-02,2024-05-10,2024-05-10,KRU-TER-001,Terrakottakruka 25cm,Krukor & kärl,Alla,1,129.0,1500,Zon 5,KUND-13641,,,
GG-2024-00635,GG-2024-00635-2,2 maj 2024,2024-05-10,2024-05-10,FRO-BLO-001,Sommarblommor mix,Frön,Vår,1,69.0,20,Zon 5,KUND-13641,,,
GG-2024-00636,GG-2024-00636-1,2024-05-13,2024-05-16,2024-05-16,VER-VAN-001,Vattenkanna 10L,Verktyg & tillbehör,Alla,1,179 kr,600,Zon 2,KUND-10374,,,
GG-2024-00637,GG-2024-00637-1,2024-05-26,2024-06-01,2024/06/08,KRU-TER-002,Terrakottakruka 15cm,Krukor & kärl,Alla,1,79.0,600,Zon 4,KUND-12280,,,
